source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:CC,GO:0022627,cytosolic small ribosomal subunit,2.797356496885679e-12,True,"""The small subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",44,44,8,22115,0.18181818181818182,0.18181818181818182,query_1,"['GO:0015935', 'GO:0022626']","['RPS3', 'RPS29', 'RPS12', 'RPS25', 'RPS27', 'RPSA', 'RPS18', 'RPS21']","[['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'HDA', 'IBA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'HDA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA']]"
GO:CC,GO:0022626,cytosolic ribosome,2.797356496885679e-12,True,"""A ribosome located in the cytosol."" [GOC:mtg_sensu]",117,44,10,22115,0.22727272727272727,0.08547008547008547,query_1,"['GO:0005829', 'GO:0005840']","['RPS3', 'RPS29', 'RPL3', 'RPS12', 'RPS25', 'RPL23A', 'RPS27', 'RPSA', 'RPS18', 'RPS21']","[['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'IPI', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'HDA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA']]"
GO:CC,GO:0015935,small ribosomal subunit,2.8573136939860352e-12,True,"""The smaller of the two subunits of a ribosome."" [GOC:mah]",79,44,9,22115,0.20454545454545456,0.11392405063291139,query_1,['GO:0044391'],"['RPS3', 'RPS29', 'RPS12', 'RPS25', 'RPS27', 'RPSA', 'RPS18', 'RPS21', 'NPM1']","[['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'HDA', 'IBA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IEA']]"
GO:CC,GO:0044391,ribosomal subunit,5.344940480311334e-12,True,"""Either of the two subunits of a ribosome: the ribosomal large subunit or the ribosomal small subunit."" [GOC:jl]",192,44,11,22115,0.25,0.057291666666666664,query_1,"['GO:0005840', 'GO:1990904']","['RPS3', 'RPS29', 'RPL3', 'RPS12', 'RPS25', 'RPL23A', 'RPS27', 'RPSA', 'RPS18', 'RPS21', 'NPM1']","[['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'HDA', 'IBA', 'NAS'], ['IDA', 'IPI', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IEA']]"
GO:CC,GO:0042105,alpha-beta T cell receptor complex,2.1460701076827546e-08,True,"""A T cell receptor complex in which the TCR heterodimer comprises alpha and beta chains, associated with the CD3 complex; recognizes a complex consisting of an antigen-derived peptide bound to a class I or class II MHC protein."" [GOC:mah, ISBN:0781735149]",7,44,4,22115,0.09090909090909091,0.5714285714285714,query_1,['GO:0042101'],"['CD3E', 'CD3D', 'CD3G', 'CD247']","[['IDA', 'IPI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'IEA']]"
GO:CC,GO:0005840,ribosome,1.908369084402064e-07,True,"""An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."" [ISBN:0198506732]",530,44,11,22115,0.25,0.020754716981132074,query_1,['GO:0043232'],"['RPS3', 'RPS29', 'RPL3', 'RPS12', 'RPS25', 'RPL23A', 'RPS27', 'RPSA', 'RPS18', 'RPS21', 'NPM1']","[['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['IEA']]"
GO:CC,GO:0042106,gamma-delta T cell receptor complex,2.3723507894041035e-07,True,"""A T cell receptor complex in which the TCR heterodimer comprises gamma and delta chains, associated with the CD3 complex; recognizes antigen directly, without a requirement for processing and presentation by an MHC protein."" [GOC:mah, ISBN:0781735149]",3,44,3,22115,0.06818181818181818,1.0,query_1,['GO:0042101'],"['CD3E', 'CD3G', 'CD247']","[['NAS'], ['NAS'], ['NAS']]"
GO:CC,GO:0070161,anchoring junction,3.6442696476717248e-06,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",905,44,12,22115,0.2727272727272727,0.013259668508287293,query_1,['GO:0030054'],"['CD3E', 'RPS3', 'RPS29', 'RPL3', 'EVL', 'RPS18', 'CD2', 'HSPA8', 'LAT', 'NPM1', 'SYNE2', 'SKAP1']","[['IEA'], ['HDA'], ['HDA'], ['HDA'], ['ISS'], ['HDA'], ['IEA'], ['HDA'], ['IEA'], ['HDA'], ['IDA', 'IEA'], ['IEA']]"
GO:CC,GO:0030054,cell junction,1.3506149516469918e-05,True,"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:26820516, PMID:28096264]",2236,44,17,22115,0.38636363636363635,0.007602862254025045,query_1,['GO:0110165'],"['CD3E', 'RPS3', 'RPS29', 'RPL3', 'EVL', 'RPS25', 'RPL23A', 'RPS27', 'RPS18', 'RPS21', 'CD2', 'HSPA8', 'LAT', 'NPM1', 'AAK1', 'SYNE2', 'SKAP1']","[['IEA'], ['EXP', 'IDA', 'HDA'], ['HDA'], ['HDA'], ['ISS'], ['EXP', 'IDA'], ['IEA'], ['EXP', 'IDA'], ['EXP', 'IDA', 'HDA', 'IEA'], ['IEA'], ['IEA'], ['HDA', 'IBA'], ['IEA'], ['HDA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IEA']]"
GO:CC,GO:0005925,focal adhesion,3.674951430514608e-05,True,"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]",423,44,8,22115,0.18181818181818182,0.018912529550827423,query_1,['GO:0030055'],"['RPS3', 'RPS29', 'RPL3', 'EVL', 'RPS18', 'HSPA8', 'NPM1', 'SYNE2']","[['HDA'], ['HDA'], ['HDA'], ['ISS'], ['HDA'], ['HDA'], ['HDA'], ['IDA', 'IEA']]"
GO:CC,GO:0001772,immunological synapse,3.94027834639992e-05,True,"""An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction."" [GOC:mgi_curators, PMID:11244041, PMID:11376300]",46,44,4,22115,0.09090909090909091,0.08695652173913043,query_1,"['GO:0005886', 'GO:0110165']","['CD3E', 'LCK', 'LAT', 'SKAP1']","[['IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IDA']]"
GO:CC,GO:0030055,cell-substrate junction,3.94027834639992e-05,True,"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",433,44,8,22115,0.18181818181818182,0.018475750577367205,query_1,['GO:0070161'],"['RPS3', 'RPS29', 'RPL3', 'EVL', 'RPS18', 'HSPA8', 'NPM1', 'SYNE2']","[['HDA'], ['HDA'], ['HDA'], ['ISS'], ['HDA'], ['HDA'], ['HDA'], ['IDA', 'IEA']]"
GO:CC,GO:0042101,T cell receptor complex,0.00012720255193735753,True,"""A protein complex that contains a disulfide-linked heterodimer of T cell receptor (TCR) chains, which are members of the immunoglobulin superfamily, and mediates antigen recognition, ultimately resulting in T cell activation. The TCR heterodimer is associated with the CD3 complex, which consists of the nonpolymorphic polypeptides gamma, delta, epsilon, zeta, and, in some cases, eta (an RNA splice variant of zeta) or Fc epsilon chains."" [GOC:mah, ISBN:0781735149]",136,44,5,22115,0.11363636363636363,0.03676470588235294,query_1,['GO:0098802'],"['CD3E', 'CD3D', 'CD3G', 'CD247', 'SKAP1']","[['IDA', 'IPI', 'ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IEA']]"
